hue_mean,hue_std,saturation_mean,saturation_std,value_mean,value_std,number_lines,has_circle,has_triangle,Path,ClassId
120.4382,67.5072128054477,114.4331,88.36556639545745,72.829,86.80660665525407,24.0,1.0,0.0,0198.png,1
51.8888,82.16955661654747,73.5862,106.68119876323101,0.7301,1.1059177139371625,0.0,0.0,0.0,0199.png,0
118.3461,65.92699230808273,115.7173,88.88390057096954,68.554,81.37395335117988,24.0,0.0,0.0,0200.png,1
42.9461,77.05674658840717,62.2749,100.47490696681436,0.671,1.091585544059649,0.0,0.0,0.0,0201.png,0
121.601,60.12804835515618,116.8074,90.44353876999728,60.8271,75.01008469259317,25.0,0.0,0.0,0202.png,1
43.5502,77.16689367831259,62.2713,100.36708173654347,0.704,1.10823463219663,0.0,0.0,0.0,0203.png,0
121.3294,60.206198149692206,117.6224,91.49321624164274,52.5235,69.02899570289284,24.0,1.0,0.0,0204.png,1
45.955,78.87285575532307,64.2271,101.18568043745124,0.6961,1.1114606560737992,0.0,0.0,0.0,0205.png,0
122.7072,61.77527877848873,115.4861,92.99915487137504,48.9797,64.77279126230395,21.0,1.0,0.0,0206.png,1
46.2601,79.06223275363529,67.9566,103.37213994321682,0.7238,1.1226368780687725,0.0,0.0,0.0,0207.png,0
121.1338,61.73094440845693,116.0929,91.29810989056674,48.6304,59.648611013501394,19.0,0.0,0.0,0208.png,1
42.6325,75.82528498957323,66.2718,102.15797142054065,0.711,1.1445868250159095,0.0,0.0,0.0,0209.png,0
114.6976,66.01039125955852,115.2167,92.41293925154638,56.49,67.86161580746511,23.0,1.0,0.0,0210.png,1
40.9621,74.84025830787866,65.2102,101.9934135910746,0.7065,1.1315289435096214,0.0,0.0,0.0,0211.png,0
112.8463,66.62956007891692,113.4992,92.60930514456957,55.8605,65.8451762830809,20.0,1.0,0.0,0212.png,1
50.4128,80.51627286555184,76.3613,106.22454124311388,0.8839,1.410468287484692,0.0,0.0,0.0,0213.png,0
118.6092,66.15161430653072,119.5109,92.90667188738385,53.1872,62.7422230731427,21.0,1.0,0.0,0214.png,1
52.9644,80.50358459497316,73.9546,101.83213608110164,1.2176,2.4733075506293183,0.0,0.0,0.0,0215.png,0
120.5727,62.375847206350635,121.1614,93.11392887232286,54.5817,63.123755632170685,26.0,1.0,0.0,0216.png,1
58.6311,82.54626710390967,73.7406,99.14769342571716,1.575,3.1281903714448074,0.0,0.0,0.0,0217.png,0
124.3061,59.47547227883105,122.7624,91.6843876908168,58.2093,62.874750842528194,30.0,1.0,0.0,0218.png,1
56.4925,81.38156636333562,73.4457,101.2179294962607,1.5609,3.231700974719041,0.0,0.0,0.0,0219.png,0
124.6207,57.869664173122686,123.463,89.3988010601932,62.7703,59.504236302216334,30.0,1.0,0.0,0220.png,1
52.076,80.13829811020446,74.0398,101.73948110718867,1.3935,2.9667250883760703,0.0,0.0,0.0,0221.png,0
121.5129,60.68996649850781,120.2544,89.84330626507465,62.5294,60.03768096487405,32.0,1.0,0.0,0222.png,1
52.8175,80.36821755986628,78.5021,104.75820920381372,1.043,1.8763664354277922,0.0,0.0,0.0,0223.png,0
119.4701,62.523610788165456,117.1702,91.05266845051824,64.4105,63.947814581500744,36.0,1.0,0.0,0224.png,1
49.2812,79.08611209662541,80.0277,108.50064484928188,0.8076,1.1656681517481724,0.0,0.0,0.0,0225.png,0
119.8412,60.90113777722055,118.6742,90.75108844724674,77.0912,73.0418775947059,40.0,1.0,0.0,0226.png,1
44.7151,76.59339874943531,74.4786,105.67774667374394,0.7894,1.1722830886778157,0.0,0.0,0.0,0227.png,0
124.1598,59.00008359282213,123.4927,86.59287815236308,87.1634,73.27219322799066,38.0,1.0,0.0,0228.png,1
48.8428,78.78576196344109,77.6916,106.62927594915011,0.8214,1.1878981606181567,0.0,0.0,0.0,0229.png,0
123.4724,62.42463326476176,123.2849,84.08121033851737,81.7549,75.51444382361562,47.0,1.0,0.0,0230.png,1
45.4894,77.03979807631897,73.1583,104.8355485563461,0.7758,1.1682184555980957,0.0,0.0,0.0,0231.png,0
124.345,58.147273151885635,117.653,83.70238461955549,99.4484,87.59199585258918,39.0,1.0,0.0,0232.png,1
44.2066,76.42493386611466,70.9093,103.6860833164702,0.7693,1.1599472013846148,0.0,0.0,0.0,0233.png,0
124.433,58.63250046689122,114.6451,86.6963294839522,103.3661,90.50151640050017,36.0,1.0,0.0,0234.png,1
43.1905,76.00418942236013,69.8157,103.77616939119503,0.7339,1.1177167753952697,0.0,0.0,0.0,0235.png,0
123.9258,58.98459200808293,108.8949,86.83317139198591,101.7324,92.37120216950736,32.0,1.0,0.0,0236.png,1
42.705,75.48864401352034,69.4488,103.76797857990681,0.7078,1.1010990691123121,0.0,0.0,0.0,0237.png,0
137.7182,48.72073674278746,109.3693,81.82153211416907,89.1316,85.70113932404867,45.0,1.0,0.0,0238.png,1
41.2387,74.83899199154142,66.178,102.02500044596911,0.6859,1.059547634606392,0.0,0.0,0.0,0239.png,0
146.5675,37.80452411749155,113.4614,79.157216411645,87.4237,86.72427329364022,45.0,1.0,0.0,0240.png,1
